State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Sikkim,EAST DISTRICT,Oilseeds total,1997-98,Whole Year,3200,Hectare,2520,Tonnes,0.7875
Sikkim,EAST DISTRICT,Oilseeds total,1998-99,Kharif,20,Hectare,10,Tonnes,0.5
Sikkim,NORTH DISTRICT,Oilseeds total,1997-98,Whole Year,970,Hectare,715,Tonnes,0.737113402061855
Sikkim,SOUTH DISTRICT,Oilseeds total,1997-98,Whole Year,2790,Hectare,2220,Tonnes,0.795698924731182
Sikkim,SOUTH DISTRICT,Oilseeds total,1998-99,Kharif,40,Hectare,20,Tonnes,0.5
Sikkim,WEST DISTRICT,Oilseeds total,1997-98,Whole Year,2620,Hectare,2150,Tonnes,0.8206106870229
Sikkim,WEST DISTRICT,Oilseeds total,1998-99,Kharif,20,Hectare,10,Tonnes,0.5
Sikkim,EAST DISTRICT,Other Rabi pulses,1997-98,Rabi,750,Hectare,810,Tonnes,1.08
Sikkim,EAST DISTRICT,Other Rabi pulses,1998-99,Rabi,750,Hectare,840,Tonnes,1.12
Sikkim,NORTH DISTRICT,Other Rabi pulses,1997-98,Rabi,60,Hectare,60,Tonnes,1
Sikkim,NORTH DISTRICT,Other Rabi pulses,1998-99,Rabi,60,Hectare,56,Tonnes,0.933333333333333
Sikkim,SOUTH DISTRICT,Other Rabi pulses,1997-98,Rabi,650,Hectare,770,Tonnes,1.18461538461538
Sikkim,SOUTH DISTRICT,Other Rabi pulses,1998-99,Rabi,650,Hectare,650,Tonnes,1
Sikkim,WEST DISTRICT,Other Rabi pulses,1997-98,Rabi,850,Hectare,1010,Tonnes,1.18823529411764
Sikkim,WEST DISTRICT,Other Rabi pulses,1998-99,Rabi,840,Hectare,1000,Tonnes,1.19047619047619
Sikkim,EAST DISTRICT,Other Cereals,2000-01,Rabi,540,Hectare,400,Tonnes,0.74074074074074
Sikkim,NORTH DISTRICT,Other Cereals,2000-01,Rabi,190,Hectare,140,Tonnes,0.736842105263157
Sikkim,SOUTH DISTRICT,Other Cereals,2000-01,Rabi,580,Hectare,460,Tonnes,0.793103448275862
Sikkim,WEST DISTRICT,Other Cereals,2000-01,Rabi,680,Hectare,530,Tonnes,0.779411764705882
Sikkim,EAST DISTRICT,Other Kharif pulses,2000-01,Kharif,700,Hectare,590,Tonnes,0.842857142857142
Sikkim,NORTH DISTRICT,Other Kharif pulses,2000-01,Kharif,60,Hectare,56,Tonnes,0.933333333333333
Sikkim,SOUTH DISTRICT,Other Kharif pulses,2000-01,Kharif,650,Hectare,770,Tonnes,1.18461538461538
Sikkim,WEST DISTRICT,Other Kharif pulses,2000-01,Kharif,840,Hectare,1000,Tonnes,1.19047619047619
Sikkim,EAST DISTRICT,other oilseeds,2000-01,Kharif,20,Hectare,10,Tonnes,0.5
Sikkim,SOUTH DISTRICT,other oilseeds,2000-01,Kharif,40,Hectare,14,Tonnes,0.35
Sikkim,WEST DISTRICT,other oilseeds,2000-01,Kharif,20,Hectare,10,Tonnes,0.5
Sikkim,EAST DISTRICT,Rapeseed &Mustard,1997-98,Rabi,2240,Hectare,1700,Tonnes,0.758928571428571
Sikkim,EAST DISTRICT,Rapeseed &Mustard,1998-99,Rabi,2240,Hectare,910,Tonnes,0.40625
Sikkim,EAST DISTRICT,Rapeseed &Mustard,1999-00,Rabi,2280,Hectare,1770,Tonnes,0.776315789473684
Sikkim,EAST DISTRICT,Rapeseed &Mustard,2000-01,Rabi,2280,Hectare,,Tonnes,0.776315789473684
Sikkim,NORTH DISTRICT,Rapeseed &Mustard,1997-98,Rabi,570,Hectare,,Tonnes,0.701754385964912
Sikkim,NORTH DISTRICT,Rapeseed &Mustard,1998-99,Rabi,570,Hectare,,Tonnes,0.407017543859649
Sikkim,NORTH DISTRICT,Rapeseed &Mustard,1999-00,Rabi,560,Hectare,,Tonnes,0.614285714285714
Sikkim,NORTH DISTRICT,Rapeseed &Mustard,2000-01,Rabi,560,Hectare,,Tonnes,0.535714285714285
Sikkim,SOUTH DISTRICT,Rapeseed &Mustard,1997-98,Rabi,1450,Hectare,,Tonnes,0.758620689655172
Sikkim,SOUTH DISTRICT,Rapeseed &Mustard,1998-99,Rabi,1420,Hectare,,Tonnes,0.422535211267605
Sikkim,SOUTH DISTRICT,Rapeseed &Mustard,1999-00,Rabi,1470,Hectare,,Tonnes,0.632653061224489
Sikkim,SOUTH DISTRICT,Rapeseed &Mustard,2000-01,Rabi,1470,Hectare,,Tonnes,0.585034013605442
Sikkim,WEST DISTRICT,Rapeseed &Mustard,1997-98,Rabi,1300,Hectare,,Tonnes,0.823076923076923
Sikkim,WEST DISTRICT,Rapeseed &Mustard,1998-99,Rabi,1450,Hectare,,Tonnes,0.462068965517241
Sikkim,WEST DISTRICT,Rapeseed &Mustard,1999-00,Rabi,1450,Hectare,,Tonnes,0.772413793103448
Sikkim,WEST DISTRICT,Rapeseed &Mustard,2000-01,Rabi,1450,Hectare,,Tonnes,0.695172413793103
Sikkim,EAST DISTRICT,Rice,1997-98,Kharif,6720,Hectare,,Tonnes,1.35416666666666
Sikkim,EAST DISTRICT,Rice,1998-99,Kharif,6690,Hectare,,Tonnes,1.38863976083707
Sikkim,EAST DISTRICT,Rice,1999-00,Kharif,6720,Hectare,,Tonnes,1.48065476190476
Sikkim,EAST DISTRICT,Rice,2000-01,Kharif,6030,Hectare,7870,Tonnes,1.30514096185737
Sikkim,NORTH DISTRICT,Rice,1997-98,Kharif,1191,Hectare,1627,Tonnes,1.36607892527288
Sikkim,NORTH DISTRICT,Rice,1998-99,Kharif,1404,Hectare,1917,Tonnes,1.36538461538461
Sikkim,NORTH DISTRICT,Rice,1999-00,Kharif,1408,Hectare,2059,Tonnes,1.46235795454545
Sikkim,NORTH DISTRICT,Rice,2000-01,Kharif,1408,Hectare,2059,Tonnes,1.46235795454545
Sikkim,SOUTH DISTRICT,Rice,1997-98,Kharif,2400,Hectare,3270,Tonnes,1.3625
Sikkim,SOUTH DISTRICT,Rice,1998-99,Kharif,2400,Hectare,3270,Tonnes,1.3625
Sikkim,SOUTH DISTRICT,Rice,1999-00,Kharif,2400,Hectare,3430,Tonnes,1.42916666666666
Sikkim,SOUTH DISTRICT,Rice,2000-01,Kharif,2400,Hectare,3430,Tonnes,1.42916666666666
Sikkim,EAST DISTRICT,Wheat,1997-98,Rabi,2800,Hectare,5100,Tonnes,1.82142857142857
Sikkim,EAST DISTRICT,Wheat,1998-99,Rabi,2720,Hectare,2370,Tonnes,0.871323529411764
Sikkim,EAST DISTRICT,Wheat,1999-00,Rabi,2550,Hectare,4310,Tonnes,1.69019607843137
Sikkim,EAST DISTRICT,Wheat,2000-01,Rabi,1490,Hectare,2150,Tonnes,1.44295302013422
Sikkim,NORTH DISTRICT,Wheat,1997-98,Rabi,740,Hectare,1346,Tonnes,1.81891891891891
Sikkim,NORTH DISTRICT,Wheat,1998-99,Rabi,1041,Hectare,826,Tonnes,0.793467819404418
Sikkim,NORTH DISTRICT,Wheat,1999-00,Rabi,1040,Hectare,1649,Tonnes,1.58557692307692
Sikkim,NORTH DISTRICT,Wheat,2000-01,Rabi,1045,Hectare,1300,Tonnes,1.24401913875598
Sikkim,SOUTH DISTRICT,Wheat,1997-98,Rabi,1950,Hectare,3060,Tonnes,1.56923076923076
Sikkim,SOUTH DISTRICT,Wheat,1998-99,Rabi,1580,Hectare,1020,Tonnes,0.645569620253164
Sikkim,SOUTH DISTRICT,Wheat,1999-00,Rabi,1960,Hectare,2590,Tonnes,1.32142857142857
Sikkim,SOUTH DISTRICT,Wheat,2000-01,Rabi,1960,Hectare,2590,Tonnes,1.32142857142857
Sikkim,WEST DISTRICT,Wheat,1997-98,Rabi,2600,Hectare,4694,Tonnes,1.80538461538461
Sikkim,WEST DISTRICT,Wheat,1998-99,Rabi,2600,Hectare,2200,Tonnes,0.846153846153846
Sikkim,WEST DISTRICT,Wheat,1999-00,Rabi,2550,Hectare,4300,Tonnes,1.68627450980392
Tamil Nadu,VELLORE,Bajra,2000-01,Kharif,3662,Hectare,6654,Tonnes,1.81703986892408
Tamil Nadu,VILLUPURAM,Bajra,1998-99,Kharif,56968,Hectare,69373,Tonnes,1.21775382670973
Tamil Nadu,VILLUPURAM,Bajra,1999-00,Kharif,39852,Hectare,51478,Tonnes,1.29172939877546
Tamil Nadu,VILLUPURAM,Bajra,2000-01,Kharif,61094,Hectare,90108,Tonnes,1.47490751956002
Tamil Nadu,VIRUDHUNAGAR,Bajra,1998-99,Kharif,11715,Hectare,22916,Tonnes,1.95612462654716
Tamil Nadu,VIRUDHUNAGAR,Bajra,1999-00,Kharif,13422,Hectare,19742,Tonnes,1.4708687229921
Tamil Nadu,VIRUDHUNAGAR,Bajra,2000-01,Kharif,10671,Hectare,15448,Tonnes,1.44766188735826
Tamil Nadu,COIMBATORE,Banana,1998-99,Whole Year,6189,Hectare,243451,Tonnes,39.3360801421877
Tamil Nadu,COIMBATORE,Banana,1999-00,Whole Year,5619,Hectare,183740,Tonnes,32.6997686421071
Tamil Nadu,COIMBATORE,Banana,2000-01,Whole Year,7050,Hectare,230533,Tonnes,32.6997163120567
Tamil Nadu,CUDDALORE,Banana,1998-99,Whole Year,3045,Hectare,90226,Tonnes,29.6308702791461
Tamil Nadu,CUDDALORE,Banana,1999-00,Whole Year,3201,Hectare,79293,Tonnes,24.7713214620431
Tamil Nadu,CUDDALORE,Banana,2000-01,Whole Year,4032,Hectare,99878,Tonnes,24.7713293650793
Tamil Nadu,DHARMAPURI,Banana,1998-99,Whole Year,621,Hectare,46561,Tonnes,74.9774557165861
Tamil Nadu,DHARMAPURI,Banana,1999-00,Whole Year,1354,Hectare,53114,Tonnes,39.2274741506647
Tamil Nadu,DHARMAPURI,Banana,2000-01,Whole Year,1615,Hectare,63352,Tonnes,39.2272445820433
Tamil Nadu,DINDIGUL,Banana,1998-99,Whole Year,2557,Hectare,46054,Tonnes,18.0109503324208
Tamil Nadu,DINDIGUL,Banana,1999-00,Whole Year,1224,Hectare,21498,Tonnes,17.563725490196
Tamil Nadu,DINDIGUL,Banana,2000-01,Whole Year,2156,Hectare,37867,Tonnes,17.5635435992578
Tamil Nadu,ERODE,Banana,1998-99,Whole Year,2820,Hectare,110493,Tonnes,39.181914893617
Tamil Nadu,ERODE,Banana,1999-00,Whole Year,2755,Hectare,100639,Tonnes,36.5295825771324
Tamil Nadu,ERODE,Banana,2000-01,Whole Year,2986,Hectare,109077,Tonnes,36.5294708640321
Tamil Nadu,KANCHIPURAM,Banana,1998-99,Whole Year,124,Hectare,4760,Tonnes,38.3870967741935
Tamil Nadu,KANCHIPURAM,Banana,1999-00,Whole Year,145,Hectare,3004,Tonnes,20.7172413793103
Tamil Nadu,KANCHIPURAM,Banana,2000-01,Whole Year,26,Hectare,539,Tonnes,20.7307692307692
Tamil Nadu,KANNIYAKUMARI,Banana,1998-99,Whole Year,4616,Hectare,125117,Tonnes,27.1050693240901
Tamil Nadu,KANNIYAKUMARI,Banana,1999-00,Whole Year,5282,Hectare,120433,Tonnes,22.8006436955698
Tamil Nadu,KANNIYAKUMARI,Banana,2000-01,Whole Year,4520,Hectare,103059,Tonnes,22.8006637168141
Tamil Nadu,KARUR,Banana,1998-99,Whole Year,2828,Hectare,179242,Tonnes,63.3811881188118
Tamil Nadu,KARUR,Banana,1999-00,Whole Year,5092,Hectare,181514,Tonnes,35.6468970934799
Tamil Nadu,KARUR,Banana,2000-01,Whole Year,2733,Hectare,97423,Tonnes,35.6469081595316
Tamil Nadu,MADURAI,Banana,1998-99,Whole Year,2126,Hectare,142723,Tonnes,67.1321730950141
Tamil Nadu,MADURAI,Banana,1999-00,Whole Year,1769,Hectare,54752,Tonnes,30.9508196721311
Tamil Nadu,MADURAI,Banana,2000-01,Whole Year,1577,Hectare,48810,Tonnes,30.9511731135066
Tamil Nadu,NAGAPATTINAM,Banana,1998-99,Whole Year,541,Hectare,15747,Tonnes,29.1072088724584
Tamil Nadu,NAGAPATTINAM,Banana,1999-00,Whole Year,575,Hectare,14622,Tonnes,25.4295652173913
Tamil Nadu,NAGAPATTINAM,Banana,2000-01,Whole Year,38,Hectare,966,Tonnes,25.4210526315789
Tamil Nadu,NAMAKKAL,Banana,1998-99,Whole Year,749,Hectare,24727,Tonnes,33.0133511348464
Tamil Nadu,NAMAKKAL,Banana,1999-00,Whole Year,1239,Hectare,27016,Tonnes,21.8046811945117
Tamil Nadu,NAMAKKAL,Banana,2000-01,Whole Year,4746,Hectare,103484,Tonnes,21.8044669195111
Tamil Nadu,PERAMBALUR,Banana,1998-99,Whole Year,474,Hectare,30043,Tonnes,63.3818565400843
Tamil Nadu,PERAMBALUR,Banana,1999-00,Whole Year,372,Hectare,13261,Tonnes,35.6478494623655
Tamil Nadu,PERAMBALUR,Banana,2000-01,Whole Year,270,Hectare,9625,Tonnes,35.6481481481481
Tamil Nadu,PUDUKKOTTAI,Banana,1998-99,Whole Year,3546,Hectare,171623,Tonnes,48.3990411731528
Tamil Nadu,PUDUKKOTTAI,Banana,1999-00,Whole Year,3558,Hectare,,Tonnes,30.0143338954468
Tamil Nadu,PUDUKKOTTAI,Banana,2000-01,Whole Year,2550,Hectare,,Tonnes,30.0145098039215
Tamil Nadu,RAMANATHAPURAM,Banana,1998-99,Whole Year,39,Hectare,,Tonnes,48.8717948717948
Tamil Nadu,RAMANATHAPURAM,Banana,1999-00,Whole Year,88,Hectare,,Tonnes,35.6931818181818
Tamil Nadu,RAMANATHAPURAM,Banana,2000-01,Whole Year,74,Hectare,,Tonnes,35.7027027027027
Tamil Nadu,SALEM,Banana,1998-99,Whole Year,1198,Hectare,,Tonnes,33.0133555926544
Tamil Nadu,SALEM,Banana,1999-00,Whole Year,1216,Hectare,,Tonnes,21.8042763157894
Tamil Nadu,SALEM,Banana,2000-01,Whole Year,839,Hectare,,Tonnes,21.8045292014302
Tamil Nadu,SIVAGANGA,Banana,1998-99,Whole Year,318,Hectare,,Tonnes,48.8647798742138
Tamil Nadu,SIVAGANGA,Banana,1999-00,Whole Year,284,Hectare,,Tonnes,35.0035211267605
Tamil Nadu,SIVAGANGA,Banana,2000-01,Whole Year,127,Hectare,,Tonnes,35
Tamil Nadu,THANJAVUR,Banana,1998-99,Whole Year,2969,Hectare,,Tonnes,29.1081172111822
Tamil Nadu,THANJAVUR,Banana,1999-00,Whole Year,2937,Hectare,,Tonnes,25.5750766087844
Tamil Nadu,THANJAVUR,Banana,2000-01,Whole Year,2471,Hectare,,Tonnes,25.5750708215297
Tamil Nadu,THE NILGIRIS,Banana,1998-99,Whole Year,217,Hectare,,Tonnes,48.8663594470046
Tamil Nadu,THE NILGIRIS,Banana,1999-00,Whole Year,106,Hectare,3268,Tonnes,30.8301886792452
Tamil Nadu,THE NILGIRIS,Banana,2000-01,Whole Year,147,Hectare,4532,Tonnes,30.8299319727891
Tamil Nadu,THENI,Banana,1998-99,Whole Year,2377,Hectare,159573,Tonnes,67.1320992848128
Tamil Nadu,THOOTHUKUDI,Castor seed,1998-99,Whole Year,163,Hectare,39,Tonnes,0.239263803680981
Tamil Nadu,THOOTHUKUDI,Castor seed,1999-00,Kharif,103,Hectare,31,Tonnes,0.300970873786407
Tamil Nadu,THOOTHUKUDI,Castor seed,2000-01,Kharif,85,Hectare,25,Tonnes,0.294117647058823
Tamil Nadu,TIRUCHIRAPPALLI,Castor seed,1998-99,Whole Year,1724,Hectare,479,Tonnes,0.27784222737819
Tamil Nadu,TIRUCHIRAPPALLI,Castor seed,1999-00,Kharif,1237,Hectare,419,Tonnes,0.338722716248989
Tamil Nadu,TIRUCHIRAPPALLI,Castor seed,2000-01,Kharif,1553,Hectare,526,Tonnes,0.338699291693496
Tamil Nadu,TIRUNELVELI,Castor seed,1998-99,Whole Year,369,Hectare,94,Tonnes,0.254742547425474
Tamil Nadu,TIRUNELVELI,Castor seed,1999-00,Kharif,373,Hectare,89,Tonnes,0.238605898123324
Tamil Nadu,TIRUNELVELI,Castor seed,2000-01,Kharif,631,Hectare,151,Tonnes,0.239302694136291
Tamil Nadu,TIRUVANNAMALAI,Castor seed,1998-99,Whole Year,13,Hectare,5,Tonnes,0.384615384615384
Tamil Nadu,TIRUVANNAMALAI,Castor seed,1999-00,Kharif,255,Hectare,104,Tonnes,0.407843137254901
Tamil Nadu,TIRUVANNAMALAI,Castor seed,2000-01,Kharif,2,Hectare,1,Tonnes,0.5
Tamil Nadu,VELLORE,Castor seed,1998-99,Whole Year,1505,Hectare,1101,Tonnes,
Tamil Nadu,VELLORE,Castor seed,1999-00,Kharif,738,Hectare,280,Tonnes,
Tamil Nadu,VELLORE,Castor seed,2000-01,Kharif,855,Hectare,324,Tonnes,
Tamil Nadu,VILLUPURAM,Castor seed,1998-99,Whole Year,1014,Hectare,564,Tonnes,0.556213017751479
Tamil Nadu,VILLUPURAM,Castor seed,1999-00,Kharif,624,Hectare,446,Tonnes,0.714743589743589
Tamil Nadu,VILLUPURAM,Castor seed,2000-01,Kharif,859,Hectare,614,Tonnes,0.714784633294528
Tamil Nadu,COIMBATORE,Coriander,1998-99,Whole Year,822,Hectare,150,Tonnes,0.182481751824817
Uttar Pradesh,BALRAMPUR,Arhar/Tur,1997-98,Kharif,14930,Hectare,8160,Tonnes,0.546550569323509
Uttar Pradesh,BALRAMPUR,Arhar/Tur,1998-99,Kharif,15589,Hectare,6189,Tonnes,0.397010712682019
Uttar Pradesh,BALRAMPUR,Arhar/Tur,1999-00,Kharif,15007,Hectare,11322,Tonnes,0.754447924301992
Uttar Pradesh,BALRAMPUR,Arhar/Tur,2000-01,Kharif,7425,Hectare,3442,Tonnes,0.463569023569023
Uttar Pradesh,BANDA,Arhar/Tur,1997-98,Kharif,15263,Hectare,25099,Tonnes,1.64443425276813
Uttar Pradesh,BANDA,Arhar/Tur,1998-99,Kharif,5656,Hectare,28261,Tonnes,2.04686028825957
Uttar Pradesh,BANDA,Arhar/Tur,1999-00,Kharif,77,Hectare,31556,Tonnes,2.12899743624342
Uttar Pradesh,BANDA,Arhar/Tur,2000-01,Kharif,766,Hectare,24534,Tonnes,1.71290930670948
Uttar Pradesh,BARABANKI,Arhar/Tur,1997-98,Kharif,5556,Hectare,10176,Tonnes,1.536
Uttar Pradesh,BARABANKI,Arhar/Tur,1998-99,Kharif,6164,Hectare,5671,Tonnes,0.920019467878001
Uttar Pradesh,BARABANKI,Arhar/Tur,1999-00,Kharif,5975,Hectare,7453,Tonnes,1.2473640167364
Uttar Pradesh,BARABANKI,Arhar/Tur,2000-01,Kharif,5731,Hectare,5771,Tonnes,1.0069795847147
Uttar Pradesh,BAREILLY,Arhar/Tur,1997-98,Kharif,1415,Hectare,736,Tonnes,0.520141342756183
Uttar Pradesh,BAREILLY,Arhar/Tur,1998-99,Kharif,1423,Hectare,1638,Tonnes,1.15108924806746
Uttar Pradesh,BAREILLY,Arhar/Tur,1999-00,Kharif,472,Hectare,476,Tonnes,1.00847457627118
Uttar Pradesh,BAREILLY,Arhar/Tur,2000-01,Kharif,503,Hectare,434,Tonnes,0.862823061630218
Uttar Pradesh,BASTI,Arhar/Tur,1997-98,Kharif,10349,Hectare,6409,Tonnes,
Uttar Pradesh,BASTI,Arhar/Tur,1998-99,Kharif,8908,Hectare,3013,Tonnes,0.338235294117647
Uttar Pradesh,BASTI,Arhar/Tur,1999-00,Kharif,8558,Hectare,7378,Tonnes,0.86211731713017
Uttar Pradesh,BALLIA,Barley,2000-01,Rabi,5658,Hectare,10151,Tonnes,1.79409685401201
Uttar Pradesh,BALRAMPUR,Barley,1997-98,Rabi,553,Hectare,1138,Tonnes,2.05786618444846
Uttar Pradesh,BALRAMPUR,Barley,1998-99,Rabi,655,Hectare,1598,Tonnes,2.43969465648854
Uttar Pradesh,BALRAMPUR,Barley,1999-00,Rabi,484,Hectare,755,Tonnes,1.5599173553719
Uttar Pradesh,BALRAMPUR,Barley,2000-01,Rabi,284,Hectare,607,Tonnes,2.13732394366197
Uttar Pradesh,BANDA,Barley,1997-98,Rabi,2473,Hectare,4431,Tonnes,1.79175090982612
Uttar Pradesh,BANDA,Barley,1998-99,Rabi,2338,Hectare,4688,Tonnes,2.00513259195893
Uttar Pradesh,BANDA,Barley,1999-00,Rabi,2050,Hectare,3434,Tonnes,1.67512195121951
Uttar Pradesh,BANDA,Barley,2000-01,Rabi,1837,Hectare,1271,Tonnes,0.691888949373979
Uttar Pradesh,BARABANKI,Barley,1997-98,Rabi,690,Hectare,1310,Tonnes,1.89855072463768
Uttar Pradesh,BARABANKI,Barley,1998-99,Rabi,713,Hectare,1605,Tonnes,2.25105189340813
Uttar Pradesh,BARABANKI,Barley,1999-00,Rabi,713,Hectare,1670,Tonnes,2.3422159887798
Uttar Pradesh,BARABANKI,Barley,2000-01,Rabi,548,Hectare,1174,Tonnes,2.14233576642335
Uttarakhand,TEHRI GARHWAL,Ragi,2000-01,Kharif,15802,Hectare,21047,Tonnes,1.3319200101253
Uttarakhand,UTTAR KASHI,Ragi,2000-01,Kharif,6647,Hectare,8752,Tonnes,1.31668421844441
Uttarakhand,ALMORA,Rapeseed &Mustard,2000-01,Rabi,330,Hectare,132,Tonnes,0.4
Uttarakhand,BAGESHWAR,Rapeseed &Mustard,2000-01,Rabi,162,Hectare,81,Tonnes,0.5
Uttarakhand,CHAMOLI,Rapeseed &Mustard,2000-01,Rabi,550,Hectare,248,Tonnes,0.45090909090909
Uttarakhand,CHAMPAWAT,Rapeseed &Mustard,2000-01,Rabi,573,Hectare,287,Tonnes,0.50087260034904
Uttarakhand,DEHRADUN,Rapeseed &Mustard,2000-01,Rabi,1369,Hectare,911,Tonnes,0.6654492330168
Uttarakhand,HARIDWAR,Rapeseed &Mustard,2000-01,Rabi,494,Hectare,351,Tonnes,0.710526315789473
Uttarakhand,NAINITAL,Rapeseed &Mustard,2000-01,Rabi,1662,Hectare,1089,Tonnes,0.655234657039711
Uttarakhand,PAURI GARHWAL,Rapeseed &Mustard,2000-01,Rabi,327,Hectare,131,Tonnes,0.400611620795107
Uttarakhand,PITHORAGARH,Rapeseed &Mustard,2000-01,Rabi,457,Hectare,229,Tonnes,0.501094091903719
Uttarakhand,RUDRA PRAYAG,Rapeseed &Mustard,2000-01,Rabi,151,Hectare,53,Tonnes,0.350993377483443
Uttarakhand,TEHRI GARHWAL,Rapeseed &Mustard,2000-01,Rabi,1286,Hectare,437,Tonnes,0.339813374805598
Uttarakhand,UDAM SINGH NAGAR,Rapeseed &Mustard,2000-01,Rabi,5026,Hectare,3770,Tonnes,0.750099482690011
Uttarakhand,UTTAR KASHI,Rapeseed &Mustard,2000-01,Rabi,1019,Hectare,408,Tonnes,
Uttarakhand,ALMORA,Rice,2000-01,Kharif,21297,Hectare,21003,Tonnes,
Uttarakhand,BAGESHWAR,Rice,2000-01,Kharif,13020,Hectare,25585,Tonnes,1.96505376344086
Uttarakhand,CHAMOLI,Rice,2000-01,Kharif,14294,Hectare,,Tonnes,1.06779068140478
Uttarakhand,CHAMPAWAT,Rice,2000-01,Kharif,11388,Hectare,,Tonnes,1.21057253249034
Uttarakhand,DEHRADUN,Rice,2000-01,Kharif,13786,Hectare,,Tonnes,1.85739155665167
Uttarakhand,HARIDWAR,Rice,2000-01,Kharif,23046,Hectare,,Tonnes,2.11208018745118
Uttarakhand,NAINITAL,Rice,2000-01,Kharif,15012,Hectare,,Tonnes,2.42645883293365
Uttarakhand,NAINITAL,Rice,2000-01,Rabi,42,Hectare,131,Tonnes,3.11904761904761
Uttarakhand,PAURI GARHWAL,Rice,2000-01,Kharif,21654,Hectare,23225,Tonnes,1.07255010621594
Uttarakhand,PITHORAGARH,Rice,2000-01,Kharif,23052,Hectare,26656,Tonnes,1.15634218289085
Uttarakhand,RUDRA PRAYAG,Rice,2000-01,Kharif,10050,Hectare,12865,Tonnes,1.28009950248756
Uttarakhand,TEHRI GARHWAL,Rice,2000-01,Kharif,14289,Hectare,24913,Tonnes,1.74350899293162
Uttarakhand,UDAM SINGH NAGAR,Rice,2000-01,Kharif,94531,Hectare,290122,Tonnes,3.06906729009531
Uttarakhand,UDAM SINGH NAGAR,Rice,2000-01,Rabi,3020,Hectare,9447,Tonnes,3.12814569536423
Uttarakhand,UTTAR KASHI,Rice,2000-01,Kharif,10126,Hectare,14949,Tonnes,1.47629863717163
Uttarakhand,ALMORA,Sesamum,2000-01,Kharif,123,Hectare,19,Tonnes,0.154471544715447
Uttarakhand,BAGESHWAR,Sesamum,2000-01,Kharif,5,Hectare,1,Tonnes,0.2
Uttarakhand,CHAMOLI,Sesamum,2000-01,Kharif,52,Hectare,8,Tonnes,0.153846153846153
Uttarakhand,CHAMPAWAT,Sesamum,2000-01,Kharif,15,Hectare,2,Tonnes,0.133333333333333
Uttarakhand,DEHRADUN,Sesamum,2000-01,Kharif,504,Hectare,99,Tonnes,0.196428571428571
Uttarakhand,HARIDWAR,Sesamum,2000-01,Kharif,301,Hectare,60,Tonnes,0.199335548172757
Uttarakhand,NAINITAL,Sesamum,2000-01,Kharif,34,Hectare,7,Tonnes,0.205882352941176
Uttarakhand,PAURI GARHWAL,Sesamum,2000-01,Kharif,105,Hectare,16,Tonnes,0.152380952380952
Uttarakhand,PITHORAGARH,Sesamum,2000-01,Kharif,213,Hectare,33,Tonnes,0.154929577464788
Uttarakhand,RUDRA PRAYAG,Sesamum,2000-01,Kharif,11,Hectare,2,Tonnes,0.181818181818181
Uttarakhand,TEHRI GARHWAL,Sesamum,2000-01,Kharif,529,Hectare,,Tonnes,0.100189035916824
Uttarakhand,UTTAR KASHI,Sesamum,2000-01,Kharif,808,Hectare,,Tonnes,0.175742574257425
Uttarakhand,ALMORA,Small millets,2000-01,Kharif,15012,Hectare,,Tonnes,1.11304289901412
Uttarakhand,BAGESHWAR,Small millets,2000-01,Kharif,681,Hectare,,Tonnes,1.10425844346549
Uttarakhand,CHAMOLI,Small millets,2000-01,Kharif,4830,Hectare,,Tonnes,0.943685300207039
Uttarakhand,CHAMPAWAT,Small millets,2000-01,Kharif,1027,Hectare,,Tonnes,1.48198636806231
Uttarakhand,DEHRADUN,Small millets,2000-01,Kharif,2009,Hectare,1341,Tonnes,0.667496266799402
Uttarakhand,NAINITAL,Small millets,2000-01,Kharif,559,Hectare,723,Tonnes,1.29338103756708
Uttarakhand,NAINITAL,Small millets,2000-01,Rabi,2,Hectare,3,Tonnes,1.5
Uttarakhand,PAURI GARHWAL,Small millets,2000-01,Kharif,18981,Hectare,21676,Tonnes,1.14198408935251
Uttarakhand,PITHORAGARH,Small millets,2000-01,Kharif,950,Hectare,1338,Tonnes,1.40842105263157
Uttarakhand,RUDRA PRAYAG,Small millets,2000-01,Kharif,2823,Hectare,3573,Tonnes,1.26567481402763
Uttarakhand,TEHRI GARHWAL,Small millets,2000-01,Kharif,21097,Hectare,24628,Tonnes,1.16736976821349
Uttarakhand,UTTAR KASHI,Small millets,2000-01,Kharif,5195,Hectare,3564,Tonnes,0.686044273339749
Uttarakhand,ALMORA,Soyabean,2000-01,Kharif,273,Hectare,150,Tonnes,0.549450549450549
Uttarakhand,BAGESHWAR,Soyabean,2000-01,Kharif,116,Hectare,81,Tonnes,0.698275862068965
Uttarakhand,CHAMOLI,Soyabean,2000-01,Kharif,361,Hectare,237,Tonnes,0.656509695290858
Uttarakhand,CHAMPAWAT,Soyabean,2000-01,Kharif,963,Hectare,578,Tonnes,0.600207684319833
Uttarakhand,NAINITAL,Soyabean,2000-01,Kharif,2190,Hectare,1654,Tonnes,0.755251141552511
Uttarakhand,PAURI GARHWAL,Soyabean,2000-01,Kharif,330,Hectare,182,Tonnes,0.551515151515151
Uttarakhand,PITHORAGARH,Soyabean,2000-01,Kharif,1169,Hectare,818,Tonnes,0.699743370402053
